student_id,topic,quiz_score,attempts,time_spent_minutes,last_asked_intent
54,Backpropagation,81.96,1,43,Revision
55,RNNs,67.93,1,16,Example
55,CNNs,75.28,1,41,Explanation
55,Optimization Algorithms,59.62,1,38,Doubt clarification
55,Neural Networks,67.68,1,11,Revision
55,Backpropagation,67.29,1,51,Doubt clarification
55,CNNs,47.53,1,49,Explanation
55,RNNs,88.7,1,39,Example
55,CNNs,83.45,1,22,Revision
55,Linear Regression,87.03,1,39,Doubt clarification
56,CNNs,75.89,1,19,Explanation
56,Backpropagation,85.6,1,36,Revision
56,Gradient Descent,60.27,1,25,Doubt clarification
56,CNNs,60.49,1,48,Example
56,Backpropagation,97.39,1,32,Example
56,Neural Networks,66.0,1,6,Explanation
56,Backpropagation,60.51,1,55,Explanation
56,Linear Regression,100.0,1,50,Explanation
56,CNNs,87.09,1,39,Doubt clarification
56,RNNs,71.75,1,29,Revision
56,Linear Regression,54.87,3,42,Revision
56,RNNs,64.55,1,30,Revision
57,Neural Networks,53.21,2,12,Example
57,Gradient Descent,63.46,1,37,Explanation
57,Optimization Algorithms,81.83,1,51,Revision
57,Optimization Algorithms,51.13,4,56,Doubt clarification
57,Optimization Algorithms,69.53,1,18,Example
57,CNNs,57.3,1,58,Revision
57,Optimization Algorithms,88.63,1,16,Revision
57,Backpropagation,72.28,1,44,Example
57,Backpropagation,70.32,1,40,Example
57,CNNs,82.96,1,42,Example
57,Neural Networks,81.55,1,15,Doubt clarification
57,RNNs,55.63,1,17,Explanation
57,Linear Regression,65.72,1,33,Explanation
57,Optimization Algorithms,39.14,4,47,Explanation
57,Backpropagation,77.66,1,43,Doubt clarification
57,Backpropagation,84.01,1,57,Doubt clarification
57,Neural Networks,93.02,1,55,Example
58,Optimization Algorithms,61.43,1,33,Revision
58,Backpropagation,68.52,1,17,Explanation
58,Linear Regression,74.63,1,51,Example
58,Backpropagation,73.58,1,46,Doubt clarification
58,RNNs,72.28,1,26,Doubt clarification
58,CNNs,77.15,1,45,Revision
58,Optimization Algorithms,57.15,1,42,Example
58,Optimization Algorithms,77.55,1,44,Explanation
58,Gradient Descent,65.95,1,53,Revision
58,Backpropagation,80.24,1,41,Explanation
58,Optimization Algorithms,64.33,1,12,Example
58,Neural Networks,62.38,1,41,Revision
58,Gradient Descent,68.96,1,32,Explanation
59,CNNs,65.59,1,17,Explanation
59,Backpropagation,55.36,2,43,Example
59,Linear Regression,71.78,1,5,Doubt clarification
59,Gradient Descent,79.84,1,32,Revision
59,CNNs,64.09,1,40,Explanation
59,Neural Networks,57.26,1,46,Revision
60,Backpropagation,75.84,1,34,Doubt clarification
60,Neural Networks,84.53,1,25,Example
60,Gradient Descent,57.72,3,33,Explanation
60,CNNs,93.6,1,8,Doubt clarification
60,Linear Regression,96.98,1,19,Example
60,Neural Networks,79.87,1,33,Revision
61,RNNs,58.4,1,24,Revision
61,CNNs,78.91,1,41,Example
61,Linear Regression,69.53,1,51,Revision
61,Optimization Algorithms,70.14,1,31,Doubt clarification
61,Optimization Algorithms,100.0,1,37,Example
61,Gradient Descent,79.73,1,55,Example
61,Neural Networks,41.24,4,50,Example
61,Linear Regression,91.72,1,26,Example
61,Linear Regression,73.34,1,47,Example
61,Gradient Descent,80.81,1,26,Doubt clarification
61,RNNs,75.21,1,39,Explanation
62,Linear Regression,68.45,1,21,Revision
62,RNNs,78.9,1,45,Explanation
62,Backpropagation,68.06,1,41,Example
62,Optimization Algorithms,55.2,3,47,Example
62,CNNs,52.76,1,13,Doubt clarification
62,CNNs,85.36,1,28,Revision
62,Gradient Descent,74.3,1,11,Explanation
62,RNNs,47.49,2,44,Explanation
62,Gradient Descent,86.18,1,33,Revision
62,Optimization Algorithms,74.18,1,45,Doubt clarification
62,Backpropagation,53.29,4,31,Doubt clarification
62,CNNs,74.66,1,6,Doubt clarification
62,CNNs,91.93,1,21,Explanation
62,RNNs,71.89,1,53,Doubt clarification
62,Gradient Descent,75.48,1,15,Revision
62,Linear Regression,73.09,1,45,Explanation
62,Neural Networks,72.09,1,21,Explanation
63,Neural Networks,66.35,1,15,Revision
63,RNNs,71.05,1,7,Example
63,Linear Regression,97.81,1,57,Explanation
63,Optimization Algorithms,64.18,1,33,Example
63,Linear Regression,94.75,1,18,Revision
63,CNNs,48.09,2,42,Doubt clarification
63,Backpropagation,70.57,1,35,Example
63,Gradient Descent,54.73,1,14,Example
63,Backpropagation,30.1,4,50,Example
63,Neural Networks,62.77,1,43,Doubt clarification
63,Gradient Descent,96.36,1,40,Explanation
63,Neural Networks,61.51,1,18,Doubt clarification
63,CNNs,91.82,1,53,Doubt clarification
63,RNNs,64.33,1,14,Revision
63,CNNs,43.66,2,21,Example
63,Linear Regression,84.95,1,60,Doubt clarification
64,Gradient Descent,79.12,1,50,Example
64,RNNs,81.1,1,22,Explanation
64,CNNs,85.96,1,11,Example
64,Neural Networks,84.86,1,50,Example
64,Neural Networks,68.19,1,49,Explanation
64,RNNs,64.98,1,9,Revision
64,Optimization Algorithms,58.41,4,33,Example
64,Linear Regression,77.88,1,42,Explanation
64,Backpropagation,67.49,1,5,Revision
64,Neural Networks,73.3,1,56,Revision
64,Linear Regression,68.81,1,5,Example
64,Optimization Algorithms,69.55,1,26,Explanation
64,Gradient Descent,72.22,1,11,Example
64,CNNs,69.69,1,17,Doubt clarification
64,Neural Networks,98.85,1,18,Doubt clarification
64,Gradient Descent,71.03,1,24,Example
64,RNNs,53.76,1,33,Example
64,Optimization Algorithms,53.15,3,45,Doubt clarification
64,Neural Networks,55.59,3,25,Example
64,Linear Regression,87.1,1,45,Revision
65,Neural Networks,56.98,1,23,Doubt clarification
65,Optimization Algorithms,76.69,1,44,Example
65,Linear Regression,68.85,1,52,Doubt clarification
65,Linear Regression,78.15,1,21,Example
65,RNNs,52.34,4,51,Explanation
65,RNNs,86.11,1,8,Revision
65,Optimization Algorithms,64.8,1,30,Explanation
65,CNNs,61.73,1,36,Doubt clarification
65,Neural Networks,100.0,1,12,Example
65,CNNs,54.86,4,43,Doubt clarification
65,Neural Networks,57.86,4,42,Revision
65,Backpropagation,45.68,1,10,Explanation
65,Backpropagation,70.1,1,49,Explanation
65,Backpropagation,92.68,1,60,Explanation
65,Neural Networks,34.42,2,37,Revision
65,Linear Regression,61.56,1,10,Doubt clarification
66,Linear Regression,56.54,3,8,Example
66,Optimization Algorithms,91.43,1,16,Explanation
66,Optimization Algorithms,73.32,1,6,Example
66,Linear Regression,82.82,1,19,Revision
66,Linear Regression,47.88,3,52,Doubt clarification
66,Backpropagation,67.51,1,27,Explanation
66,Neural Networks,66.25,1,55,Example
66,Neural Networks,100.0,1,30,Explanation
66,Gradient Descent,90.82,1,18,Example
66,Backpropagation,97.96,1,39,Explanation
66,Gradient Descent,67.55,1,60,Doubt clarification
66,Gradient Descent,65.08,1,45,Revision
66,RNNs,64.79,1,17,Revision
66,Backpropagation,80.43,1,50,Revision
66,Gradient Descent,93.87,1,19,Revision
66,Linear Regression,45.0,3,30,Doubt clarification
66,RNNs,87.24,1,26,Example
66,Backpropagation,69.87,1,22,Revision
66,RNNs,86.14,1,57,Example
67,Neural Networks,74.22,1,49,Example
67,Linear Regression,61.83,1,7,Example
67,CNNs,93.24,1,59,Explanation
67,Gradient Descent,69.52,1,53,Explanation
67,Gradient Descent,59.28,2,6,Doubt clarification
67,Neural Networks,58.53,1,47,Explanation
67,Gradient Descent,71.49,1,55,Doubt clarification
67,Backpropagation,78.04,1,34,Doubt clarification
68,CNNs,59.81,1,56,Example
68,RNNs,85.4,1,54,Explanation
68,Optimization Algorithms,47.95,2,35,Explanation
68,CNNs,68.36,1,41,Explanation
68,Backpropagation,75.78,1,45,Example
68,RNNs,45.12,3,18,Explanation
68,CNNs,75.03,1,33,Revision
68,Linear Regression,77.04,1,24,Example
68,Neural Networks,88.43,1,10,Revision
68,RNNs,61.64,1,47,Example
68,Linear Regression,63.88,1,26,Revision
68,CNNs,66.44,1,9,Doubt clarification
68,Gradient Descent,53.55,1,36,Doubt clarification
68,Neural Networks,89.51,1,16,Revision
68,RNNs,80.1,1,15,Revision
68,Backpropagation,57.63,1,49,Explanation
68,CNNs,57.52,3,41,Example
69,Gradient Descent,90.08,1,53,Example
69,Linear Regression,48.39,4,10,Revision
69,Neural Networks,70.17,1,29,Example
69,CNNs,78.54,1,14,Explanation
69,Backpropagation,80.95,1,51,Revision
69,Backpropagation,78.74,1,24,Doubt clarification
69,Gradient Descent,54.26,3,36,Revision
69,Linear Regression,60.22,1,24,Revision
69,RNNs,78.02,1,32,Explanation
69,Neural Networks,98.24,1,56,Revision
69,Gradient Descent,79.89,1,44,Revision
69,RNNs,79.8,1,10,Doubt clarification
69,RNNs,74.02,1,19,Example
69,RNNs,60.74,1,15,Example
69,Optimization Algorithms,42.75,3,28,Doubt clarification
69,Optimization Algorithms,50.51,3,45,Doubt clarification
69,Linear Regression,66.0,1,6,Doubt clarification
69,Gradient Descent,64.89,1,39,Doubt clarification
69,Neural Networks,69.7,1,29,Doubt clarification
69,Neural Networks,84.87,1,54,Example
70,Linear Regression,87.23,1,18,Explanation
70,RNNs,74.94,1,44,Explanation
70,RNNs,100.0,1,20,Explanation
70,RNNs,49.79,3,38,Doubt clarification
70,Backpropagation,63.96,1,43,Example
70,Optimization Algorithms,54.36,2,56,Explanation
70,Optimization Algorithms,96.39,1,7,Example
70,RNNs,88.24,1,27,Revision
70,Neural Networks,52.24,3,36,Example
70,CNNs,75.9,1,41,Revision
70,CNNs,95.12,1,28,Example
70,Backpropagation,64.42,1,57,Doubt clarification
70,Backpropagation,62.47,1,15,Explanation
70,Optimization Algorithms,66.86,1,27,Example
70,RNNs,68.61,1,21,Doubt clarification
70,Neural Networks,57.98,1,50,Revision
70,RNNs,59.54,2,10,Revision
71,Neural Networks,58.06,4,46,Doubt clarification
71,Gradient Descent,51.08,4,49,Explanation
71,Linear Regression,67.03,1,22,Doubt clarification
71,RNNs,61.03,1,40,Doubt clarification
71,Neural Networks,57.66,2,40,Explanation
71,Neural Networks,74.32,1,43,Example
71,Optimization Algorithms,86.75,1,56,Example
71,Gradient Descent,46.6,4,34,Doubt clarification
71,Backpropagation,50.48,4,59,Revision
71,Linear Regression,76.1,1,11,Example
71,Optimization Algorithms,66.03,1,9,Example
71,Linear Regression,84.04,1,48,Revision
71,Neural Networks,81.37,1,57,Example
72,Linear Regression,52.52,2,40,Doubt clarification
72,RNNs,70.68,1,23,Revision
72,Backpropagation,53.56,4,18,Explanation
72,Neural Networks,62.5,1,58,Revision
72,Optimization Algorithms,100.0,1,8,Example
72,Linear Regression,67.8,1,5,Example
72,CNNs,44.77,3,51,Explanation
72,Backpropagation,71.1,1,41,Explanation
72,RNNs,76.07,1,8,Revision
72,Linear Regression,55.14,4,5,Revision
72,RNNs,92.34,1,41,Explanation
73,Backpropagation,49.45,2,23,Doubt clarification
73,Gradient Descent,78.46,1,19,Explanation
73,RNNs,78.4,1,60,Example
73,Optimization Algorithms,72.94,1,25,Revision
73,Linear Regression,79.67,1,51,Example
73,CNNs,75.05,1,9,Example
73,Optimization Algorithms,61.15,1,25,Explanation
73,RNNs,53.41,3,27,Revision
73,Optimization Algorithms,75.21,1,26,Revision
73,CNNs,73.14,1,35,Explanation
73,Neural Networks,51.83,1,50,Example
73,Optimization Algorithms,77.78,1,9,Explanation
73,Optimization Algorithms,83.6,1,50,Explanation
73,Gradient Descent,99.21,1,49,Example
73,Gradient Descent,67.93,1,13,Example
73,CNNs,71.74,1,42,Explanation
74,Optimization Algorithms,82.38,1,7,Revision
74,Linear Regression,100.0,1,50,Example
74,Gradient Descent,41.85,4,7,Example
74,Optimization Algorithms,66.7,1,29,Explanation
74,Optimization Algorithms,53.28,3,43,Doubt clarification
74,CNNs,82.7,1,23,Revision
74,Gradient Descent,71.02,1,49,Example
74,CNNs,73.58,1,54,Example
74,Optimization Algorithms,68.95,1,17,Example
74,RNNs,69.79,1,19,Revision
74,Gradient Descent,76.19,1,56,Explanation
74,Linear Regression,64.1,1,15,Doubt clarification
74,Linear Regression,78.06,1,54,Doubt clarification
74,Backpropagation,93.32,1,37,Explanation
74,Optimization Algorithms,69.94,1,42,Revision
74,Backpropagation,83.35,1,49,Revision
74,Backpropagation,85.61,1,38,Explanation
75,Optimization Algorithms,96.63,1,38,Doubt clarification
75,CNNs,79.6,1,52,Revision
75,Backpropagation,62.59,1,36,Doubt clarification
75,Neural Networks,53.33,2,36,Explanation
75,Gradient Descent,73.87,1,54,Doubt clarification
76,Optimization Algorithms,93.75,1,55,Example
76,Linear Regression,65.36,1,40,Doubt clarification
76,Gradient Descent,68.05,1,36,Revision
76,Neural Networks,74.9,1,18,Explanation
76,CNNs,65.21,1,27,Doubt clarification
76,CNNs,68.68,1,23,Doubt clarification
76,CNNs,82.87,1,32,Example
77,Optimization Algorithms,66.29,1,45,Doubt clarification
77,Backpropagation,55.44,3,7,Explanation
77,CNNs,72.34,1,55,Doubt clarification
77,CNNs,33.36,2,12,Explanation
77,Gradient Descent,61.09,1,48,Revision
77,Gradient Descent,93.55,1,28,Example
77,Gradient Descent,92.48,1,15,Doubt clarification
77,CNNs,82.5,1,57,Explanation
77,Optimization Algorithms,85.04,1,28,Example
77,Gradient Descent,79.22,1,55,Example
77,Neural Networks,80.56,1,23,Revision
77,Backpropagation,64.56,1,49,Doubt clarification
77,Backpropagation,63.3,1,35,Doubt clarification
77,Optimization Algorithms,100.0,1,43,Example
77,Gradient Descent,69.1,1,28,Revision
77,CNNs,64.95,1,20,Example
77,RNNs,84.88,1,47,Explanation
77,RNNs,57.69,3,43,Doubt clarification
77,Optimization Algorithms,80.83,1,5,Example
78,RNNs,47.19,3,55,Explanation
78,CNNs,68.01,1,21,Explanation
78,CNNs,62.3,1,39,Revision
78,Neural Networks,54.92,2,33,Explanation
78,CNNs,73.52,1,59,Revision
78,CNNs,94.81,1,34,Revision
78,CNNs,62.82,1,24,Doubt clarification
78,CNNs,62.59,1,56,Doubt clarification
78,Optimization Algorithms,66.0,1,33,Explanation
79,Linear Regression,52.33,2,51,Explanation
79,CNNs,53.02,2,35,Doubt clarification
79,Linear Regression,74.93,1,60,Explanation
79,CNNs,91.09,1,45,Example
79,Backpropagation,61.55,1,54,Explanation
79,Optimization Algorithms,63.68,1,44,Example
79,Neural Networks,95.4,1,16,Doubt clarification
79,RNNs,57.14,4,6,Example
79,RNNs,79.91,1,47,Revision
79,Optimization Algorithms,100.0,1,42,Doubt clarification
79,Linear Regression,70.99,1,59,Explanation
79,Backpropagation,94.69,1,18,Doubt clarification
79,CNNs,69.24,1,29,Example
79,Gradient Descent,90.41,1,36,Revision
79,Backpropagation,75.76,1,25,Doubt clarification
79,Neural Networks,79.58,1,45,Revision
79,Gradient Descent,63.42,1,36,Example
80,Backpropagation,71.12,1,5,Revision
80,Gradient Descent,48.49,3,21,Example
80,RNNs,45.29,2,41,Explanation
80,Backpropagation,66.63,1,37,Explanation
80,Backpropagation,70.07,1,18,Explanation
80,Linear Regression,68.21,1,27,Revision
80,Neural Networks,74.38,1,12,Example
80,CNNs,77.97,1,44,Doubt clarification
81,Neural Networks,69.36,1,36,Example
81,Neural Networks,72.53,1,46,Doubt clarification
81,Optimization Algorithms,82.68,1,30,Doubt clarification
81,RNNs,100.0,1,17,Doubt clarification
81,CNNs,84.08,1,40,Explanation
81,Backpropagation,70.94,1,16,Example
81,Optimization Algorithms,45.79,4,21,Doubt clarification
81,RNNs,59.79,4,48,Revision
81,Gradient Descent,53.34,2,49,Doubt clarification
81,RNNs,69.39,1,37,Doubt clarification
81,CNNs,79.04,1,54,Explanation
81,Gradient Descent,77.14,1,55,Explanation
82,Linear Regression,91.11,1,46,Example
82,Gradient Descent,72.84,1,26,Example
82,Gradient Descent,57.21,4,14,Explanation
82,RNNs,85.63,1,11,Explanation
82,Optimization Algorithms,96.02,1,46,Revision
82,Gradient Descent,77.63,1,50,Example
82,RNNs,63.41,1,55,Revision
82,RNNs,54.28,3,20,Example
82,Linear Regression,81.99,1,60,Explanation
82,Linear Regression,80.85,1,39,Explanation
82,RNNs,56.1,2,18,Doubt clarification
82,Backpropagation,52.27,2,32,Revision
82,Linear Regression,53.0,4,14,Doubt clarification
82,CNNs,58.59,2,24,Explanation
83,Linear Regression,57.79,2,20,Example
83,Backpropagation,83.8,1,36,Revision
83,Linear Regression,81.68,1,57,Explanation
83,Gradient Descent,81.38,1,59,Doubt clarification
83,Gradient Descent,82.39,1,12,Explanation
83,CNNs,60.42,1,34,Doubt clarification
83,Linear Regression,78.13,1,19,Explanation
83,Linear Regression,85.14,1,19,Explanation
83,RNNs,47.89,2,51,Example
83,CNNs,69.03,1,14,Explanation
83,Gradient Descent,82.48,1,6,Revision
83,Optimization Algorithms,64.07,1,10,Revision
83,Neural Networks,47.92,4,6,Doubt clarification
83,Backpropagation,63.82,1,43,Doubt clarification
83,RNNs,79.89,1,25,Explanation
83,CNNs,81.3,1,56,Revision
83,Neural Networks,92.35,1,48,Example
83,CNNs,51.45,2,50,Explanation
84,Neural Networks,71.25,1,60,Explanation
84,Linear Regression,83.73,1,27,Explanation
84,Gradient Descent,70.42,1,52,Explanation
84,RNNs,65.97,1,39,Revision
84,Gradient Descent,70.14,1,22,Doubt clarification
84,CNNs,62.57,1,37,Example
84,Optimization Algorithms,56.35,3,34,Revision
84,Optimization Algorithms,81.63,1,13,Example
84,Backpropagation,78.93,1,17,Example
84,Backpropagation,78.45,1,13,Revision
84,Neural Networks,66.77,1,29,Example
84,Backpropagation,92.47,1,50,Doubt clarification
84,CNNs,56.39,4,32,Example
84,Optimization Algorithms,61.22,1,33,Revision
84,RNNs,59.22,3,58,Example
84,CNNs,52.57,2,27,Example
85,Gradient Descent,48.45,2,50,Doubt clarification
85,CNNs,72.84,1,36,Example
85,Neural Networks,82.66,1,21,Example
85,CNNs,58.19,2,41,Example
85,Backpropagation,46.25,2,58,Explanation
85,Neural Networks,75.8,1,42,Example
85,CNNs,82.73,1,10,Doubt clarification
85,Optimization Algorithms,82.44,1,6,Revision
85,Neural Networks,59.48,4,14,Explanation
85,CNNs,68.3,1,57,Doubt clarification
85,Gradient Descent,67.28,1,12,Explanation
85,Linear Regression,78.31,1,35,Explanation
85,Neural Networks,50.74,2,50,Doubt clarification
85,CNNs,55.28,1,56,Example
85,CNNs,100.0,1,56,Doubt clarification
85,CNNs,47.89,3,54,Doubt clarification
85,Linear Regression,69.56,1,51,Explanation
85,Linear Regression,81.08,1,43,Explanation
85,RNNs,53.44,3,44,Doubt clarification
85,Backpropagation,63.38,1,28,Example
86,Optimization Algorithms,79.17,1,53,Revision
86,Backpropagation,62.5,1,47,Doubt clarification
86,Linear Regression,62.73,1,41,Revision
86,CNNs,86.58,1,19,Explanation
86,Backpropagation,60.62,1,23,Revision
86,Neural Networks,68.31,1,11,Revision
86,RNNs,61.2,1,12,Example
86,Optimization Algorithms,29.59,4,29,Example
86,Linear Regression,48.05,2,37,Doubt clarification
86,RNNs,65.2,1,27,Doubt clarification
86,RNNs,86.95,1,39,Example
86,Optimization Algorithms,90.43,1,40,Explanation
86,Gradient Descent,83.38,1,58,Doubt clarification
86,Backpropagation,61.79,1,42,Doubt clarification
87,Backpropagation,46.96,1,17,Revision
87,RNNs,58.32,1,25,Example
87,Optimization Algorithms,99.28,1,60,Example
87,Optimization Algorithms,53.79,3,29,Example
87,Neural Networks,81.85,1,52,Example
87,RNNs,82.62,1,14,Example
87,Gradient Descent,54.63,4,7,Doubt clarification
87,Neural Networks,67.81,1,8,Explanation
87,Gradient Descent,62.64,1,8,Doubt clarification
87,Backpropagation,71.19,1,22,Example
87,RNNs,65.91,1,43,Example
87,Neural Networks,54.15,3,20,Explanation
87,Backpropagation,66.77,1,49,Revision
87,Optimization Algorithms,64.56,1,28,Doubt clarification
87,RNNs,56.0,1,33,Doubt clarification
87,CNNs,63.62,1,12,Doubt clarification
87,Linear Regression,65.72,1,23,Example
88,Linear Regression,83.68,1,25,Explanation
88,Neural Networks,73.74,1,9,Doubt clarification
88,RNNs,66.96,1,56,Example
88,Gradient Descent,81.78,1,18,Explanation
88,Backpropagation,86.66,1,38,Doubt clarification
88,Gradient Descent,69.06,1,47,Revision
88,Gradient Descent,73.74,1,48,Example
88,CNNs,59.94,1,42,Explanation
88,Linear Regression,89.13,1,44,Doubt clarification
88,Optimization Algorithms,58.69,1,13,Doubt clarification
88,Linear Regression,65.32,1,25,Doubt clarification
88,Gradient Descent,60.99,1,40,Example
88,CNNs,63.18,1,28,Doubt clarification
88,Neural Networks,50.95,1,34,Explanation
88,Optimization Algorithms,78.35,1,21,Explanation
88,CNNs,81.97,1,43,Example
88,Gradient Descent,70.12,1,15,Example
88,Backpropagation,62.23,1,10,Revision
88,Gradient Descent,86.07,1,49,Example
89,Gradient Descent,87.62,1,35,Example
89,CNNs,76.32,1,36,Explanation
89,Gradient Descent,61.35,1,18,Revision
89,Gradient Descent,74.38,1,18,Explanation
89,Backpropagation,36.63,3,60,Example
89,RNNs,75.62,1,33,Doubt clarification
89,Optimization Algorithms,69.63,1,28,Doubt clarification
89,Backpropagation,81.16,1,17,Revision
89,Gradient Descent,73.3,1,11,Example
89,RNNs,55.78,1,22,Example
89,CNNs,72.8,1,46,Explanation
89,RNNs,33.62,2,34,Revision
89,Optimization Algorithms,77.01,1,53,Revision
89,Optimization Algorithms,80.19,1,27,Doubt clarification
89,Gradient Descent,80.05,1,29,Example
90,Neural Networks,47.34,4,32,Revision
90,Neural Networks,77.44,1,53,Example
90,Neural Networks,55.03,4,8,Explanation
90,Neural Networks,81.25,1,59,Example
90,RNNs,52.6,3,37,Doubt clarification
90,Neural Networks,77.63,1,26,Explanation
90,Linear Regression,72.16,1,44,Explanation
90,CNNs,62.77,1,6,Revision
90,RNNs,64.52,1,45,Doubt clarification
90,Gradient Descent,61.58,1,7,Explanation
90,Optimization Algorithms,50.35,3,15,Explanation
90,RNNs,81.09,1,45,Doubt clarification
90,Linear Regression,73.08,1,12,Doubt clarification
90,Linear Regression,87.58,1,49,Revision
90,CNNs,67.33,1,48,Explanation
90,Optimization Algorithms,82.3,1,42,Explanation
90,Optimization Algorithms,58.18,2,36,Revision
90,Gradient Descent,76.6,1,37,Revision
91,Neural Networks,79.13,1,32,Explanation
91,Gradient Descent,78.96,1,40,Doubt clarification
91,CNNs,81.32,1,54,Doubt clarification
91,Linear Regression,52.33,3,41,Revision
91,CNNs,62.33,1,48,Example
91,Neural Networks,98.58,1,9,Explanation
91,Optimization Algorithms,66.32,1,24,Explanation
91,Backpropagation,80.56,1,27,Explanation
91,Neural Networks,99.48,1,19,Doubt clarification
92,Linear Regression,58.33,4,20,Revision
92,RNNs,85.96,1,56,Doubt clarification
92,Gradient Descent,100.0,1,29,Example
92,CNNs,49.99,1,40,Revision
92,Optimization Algorithms,59.74,2,20,Revision
92,Neural Networks,53.44,3,32,Doubt clarification
92,Linear Regression,40.62,1,29,Revision
92,Linear Regression,79.12,1,17,Revision
92,Backpropagation,57.61,2,46,Doubt clarification
92,Optimization Algorithms,68.92,1,29,Example
93,Gradient Descent,69.25,1,13,Explanation
93,CNNs,62.73,1,17,Explanation
93,Linear Regression,69.14,1,49,Doubt clarification
93,Linear Regression,79.06,1,18,Revision
93,RNNs,81.01,1,6,Revision
93,Gradient Descent,80.32,1,47,Revision
93,Optimization Algorithms,74.71,1,21,Doubt clarification
93,Neural Networks,62.81,1,11,Example
93,RNNs,73.61,1,57,Example
93,Optimization Algorithms,47.24,1,46,Explanation
93,Backpropagation,78.17,1,43,Explanation
93,Backpropagation,63.8,1,22,Doubt clarification
93,Optimization Algorithms,63.11,1,53,Example
93,RNNs,64.97,1,21,Explanation
93,Optimization Algorithms,51.52,1,15,Example
94,CNNs,74.22,1,29,Revision
94,Gradient Descent,51.36,2,10,Revision
94,Backpropagation,53.81,1,53,Example
94,CNNs,37.38,3,11,Revision
94,Neural Networks,72.35,1,7,Doubt clarification
94,Gradient Descent,81.79,1,34,Revision
94,CNNs,87.09,1,37,Explanation
94,Gradient Descent,73.0,1,56,Explanation
94,Optimization Algorithms,83.07,1,46,Revision
94,Optimization Algorithms,88.27,1,25,Doubt clarification
94,Neural Networks,61.02,1,48,Revision
94,Linear Regression,63.87,1,33,Explanation
94,Backpropagation,49.38,2,35,Example
94,RNNs,78.04,1,16,Explanation
94,RNNs,83.32,1,26,Explanation
94,RNNs,81.91,1,32,Doubt clarification
94,Backpropagation,64.03,1,9,Doubt clarification
94,CNNs,61.15,1,15,Example
95,CNNs,69.1,1,9,Doubt clarification
95,CNNs,100.0,1,33,Example
95,Gradient Descent,45.09,4,11,Doubt clarification
95,Neural Networks,60.21,1,30,Explanation
95,Neural Networks,69.22,1,33,Explanation
95,RNNs,79.12,1,53,Explanation
95,CNNs,86.78,1,28,Revision
96,Backpropagation,17.0,1,49,Revision
96,Gradient Descent,65.67,1,39,Explanation
96,Linear Regression,94.85,1,33,Example
96,RNNs,77.16,1,40,Revision
96,RNNs,85.4,1,58,Explanation
96,Linear Regression,61.8,1,49,Revision
96,Backpropagation,75.02,1,48,Revision
96,Linear Regression,49.07,3,39,Example
96,Linear Regression,81.03,1,28,Example
96,RNNs,78.38,1,52,Revision
96,Optimization Algorithms,65.11,1,53,Example
96,Optimization Algorithms,67.84,1,23,Explanation
96,Gradient Descent,71.36,1,19,Doubt clarification
96,Linear Regression,60.68,1,19,Example
96,Neural Networks,50.35,4,50,Revision
96,Gradient Descent,72.29,1,7,Doubt clarification
96,CNNs,90.47,1,37,Doubt clarification
96,Neural Networks,59.58,3,51,Example
96,Gradient Descent,83.1,1,25,Doubt clarification
96,Gradient Descent,77.3,1,12,Revision
97,CNNs,70.59,1,38,Explanation
97,Optimization Algorithms,62.58,1,13,Example
97,RNNs,87.23,1,39,Explanation
97,Gradient Descent,65.71,1,53,Doubt clarification
97,Gradient Descent,73.53,1,31,Doubt clarification
97,Backpropagation,71.75,1,12,Example
97,Neural Networks,57.02,1,30,Explanation
97,Gradient Descent,33.39,2,36,Revision
97,Backpropagation,67.53,1,10,Revision
98,RNNs,38.25,3,39,Doubt clarification
98,Linear Regression,69.95,1,48,Revision
98,RNNs,58.27,4,7,Doubt clarification
98,Neural Networks,79.95,1,12,Revision
98,Linear Regression,49.54,2,54,Revision
98,Backpropagation,68.42,1,60,Revision
98,Optimization Algorithms,46.32,1,33,Revision
98,Gradient Descent,74.52,1,43,Revision
98,Backpropagation,72.8,1,52,Doubt clarification
98,Gradient Descent,65.26,1,11,Example
98,Gradient Descent,73.05,1,29,Example
98,Backpropagation,81.35,1,16,Doubt clarification
98,CNNs,42.37,1,23,Explanation
98,CNNs,52.75,4,14,Example
98,CNNs,64.4,1,45,Revision
99,RNNs,47.09,1,53,Revision
99,Optimization Algorithms,51.81,4,32,Example
99,CNNs,74.92,1,27,Doubt clarification
99,RNNs,85.45,1,32,Explanation
99,Gradient Descent,45.73,1,26,Example
99,CNNs,66.39,1,24,Example
99,Gradient Descent,74.21,1,35,Doubt clarification
99,Gradient Descent,97.99,1,51,Explanation
99,Gradient Descent,61.17,1,50,Revision
99,Neural Networks,100.0,1,11,Explanation
99,Optimization Algorithms,90.19,1,36,Revision
100,CNNs,76.09,1,5,Example
100,Neural Networks,66.27,1,33,Example
100,CNNs,65.74,1,54,Revision
100,RNNs,69.38,1,49,Doubt clarification
100,RNNs,67.22,1,52,Explanation
100,RNNs,96.54,1,16,Example
100,RNNs,68.97,1,11,Explanation
100,CNNs,79.23,1,36,Doubt clarification
100,Neural Networks,83.74,1,60,Revision
100,Optimization Algorithms,75.32,1,30,Revision
100,Neural Networks,51.62,4,34,Explanation
100,Optimization Algorithms,59.87,4,29,Example
100,Optimization Algorithms,98.76,1,18,Example
